product_id,title,description,category,color,image_path
B07BWJD1V4,"Amazon Brand – Rivet Sloane Mid-Century Modern Loveseat with Tufted Back, 64.2""W, Denim","Impress your friends with this mid-century modern style. The u-shaped, curved silhouette of this sofa, accented by hand tufting and buttons on the back pillow, will look smart in your living room. 64.2”W x 35.8""D x 33.1'H Hardwood frame with solid beech wood legs Mid-century modern An attractive, practical piece to brighten up any space Simple assembly; just attach legs and back Free returns for 30 days. 1-year warranty.",sofa,Denim,data/raw/images/81RP9bB2GEL.jpg
B0735X2M1J,"AmazonBasics Leather-Padded, Ergonomic, Adjustable, Swivel Office Desk Chair with Armrest, White","Ergonomic, swivel office chair with white PU upholstery (faux leather) on seat and back Adjustable-height padded seat; adjustable seat angle; tilt control Nylon arms with upholstery pads for enhanced comfort; weighs 26.7 pounds 5-legged base with durable casters for smooth-rolling mobility BIFMA Certified Chair Dimensions: Measures 24 by 24.2 by 34.8 to 38.6 inches (LxWxH)",chair,White,data/raw/images/71n0igrTJDL.jpg
B083TJHH6T,"Umi. por Amazon Estante de Vidrio Esquina Estantería Flotante de Pared de Cristal Vidrio Templado 7MM con Toallero de acero inoxidable 304, BGS2101A-2","Umi. Essentials es una marca de Amazon con fabricantes externos autorizados. Consulta los detalles sobre el fabricante en el empaquetado del producto. <b> ESPECIFICACIONES </b> <br/> <b> -Material posterior: </b> Acero inoxidable SUS 304 <br/> <b> -Material de la repisa: </b> 7 mm de vidrio templado grueso <br / > <b> -Ancla: </b> Calidad superior, material no reciclado <br/> <b> -Tornillo: </b> Acero inoxidable <br/> <b> -Acabado: </b> Acabado cepillado <br/> <b> -Método de instalación: </b> montado en la pared <br/> Para el estante de la esquina con toallero, busque ""B00X0LLOBU"" <br> <br> <b> El paquete incluye </b> < br /> Estante de vidrio <br/> Tornillos y anclajes <br/> <br/>",shelf,,data/raw/images/51U5mOzrK9L.jpg
B082QCPWG3,"Amazon Brand – Rivet Revere Round Upholstered Iron-Framed Ottoman, 30.3""W, Ivory","Your feet and legs will rest comfortably on the foam padding in this ottoman. A powder-coated iron frame forms a steady base. Upholstery in a soft ivory color ensures that this piece will blend with all color schemes and design tastes, making this a simple way to spruce up your space. 30.3""W x 30.3""D x 18.1""H; seat height: 18.1""H; seat depth: 30.3""D; leg height: 7.3""H Powdered-iron base; polyester and leather upholstery An easy and stylish way to add comfort to any seating area, this ottoman is foam padded to create soft support. No assembly required Avoid moisture. Wipes clean with soft, dry cloth. Free returns for 30 days. 1-year warranty",ottoman,Ivory With Speckles,data/raw/images/81KwubWeXSL.jpg
B000H7JXUY,Strathwood Whidbey Teak Dining Table with Double Lazy Susan,"80-3/8-inch rectangular dining table with rounded ends for 6 to 8 diners Made of durable, all-weather teak Can be oiled to stay golden brown; weathers to silvery gray if untreated Two integrated lazy Susans for easy serving Measures 80-3/8 by 47 by 29-3/8 inches; assembly required (tools and hardware included)",table,Grey,data/raw/images/51eQGijz8jL.jpg
B075QDMWTL,"Stone & Beam Bordeaux Tufted Low Wingback Queen Bed with Headboard, 71""W, Grey","The modest wingback on this tall, stately headboard recalls classic style. The tufted upholstered headboard is paired with a simple low-profile footboard and side rails. The lovely neutral grey accents a sophisticated transitional piece. 90.75"" L x 71""W x 58.5""H Polyester fabric covers a solid wood frame Sophisticated classic style provides a focal point in a transitional style bedroom No boxpring required; mattress sold seperatly Assemble in 30 minutes to 1 hour Free returns for 30 days. 3-year warranty.",bed,Infinity Gray,data/raw/images/91RPZ9o+GkL.jpg
B075X4N3QJ,"Amazon Brand – Rivet Lawson Mid-Century Modern Angled Upholstered Arm Chair, 33""W, Pearl","This item is made to order just for you 33""W x 34""D x 34""H Sturdy hardwood frame and legs with 92% polyester and 8% linen upholstery. Tight, padded back with a removable seat cushion make it functional and comfortable. Free returns for 30 days. 1-year warranty. You'll enjoy snuggling up with a good book on this sophisticated chair. A sleek back, angled arms, a removable seat cushion and tapered legs give it urbane, mid-century influenced style. Available in leather and fabric upholstery. No assembly. Vacuum or wipe with a dry cloth. If needed, spot clean with a damp cloth.",chair,Pearl,data/raw/images/919KyP9C2HL.jpg
B074KN35K2,"Amazon Brand – Stone & Beam Cabernet Slatted 2-Drawer Cabinet, 23.6""W, Ash","23.6”W x 15.7”D x 31.7”H Solid ash frame and legs are complemented by hardwood doors with ash veneer A handsome piece that can anchor a modern, rustic or transitional style room Can be a standalone piece in a hallway or a side table in a living room or bedroom. Assembly in 15 minutes or less. Wipe with soft dry cloth. Free returns for 30 days. 3-year warranty. This simple, beautifully designed 2-drawer cabinet can double as a compact side table next to a sofa or bed, providing storage space as well as a handsome complement to a modern, transitional or rustic decor. Solid ash accents add visual interest.",cabinet,,data/raw/images/A1KESMN-QWL.jpg
B000W9F8FG,"Strathwood St. Thomas Cast Aluminum Dining Arm Chair, Set of 2","Set of 2 all-weather, matching armchairs with cushions Made of durable yet lightweight cast aluminum; 100-percent Olefin cushion covers Bold scrolling vine design on back; dark finish with bronze highlights and silver flecks; 500-pound capacity; imported Light beige cushion measures 21-1/2 inches deep by 20 inches wide by 3 inches thick, with Velcro loops to secure Each chair measures 25 inches wide by 27 inches deep by 36 inches high; weighs 16-1/2 pounds",chair,,data/raw/images/91v3Ay2NPhL.jpg
B07B4MRP16,"Amazon Brand – Stone & Beam Andover Modern Square Ottoman, 33""W, Light Blue","Wooden legs, clean lines, and box-edge cushions bring stylish sophistication to modern or transitional rooms. With a sturdy frame and springy cushioning, this ottoman is ready to withstand years as a footrest or extra seating for guests. 33""W x 33""D x 21""H; Seat Height: 21""H ; Seat Depth: 33""D; Seat Back Height: 21""H; Leg Height: 4.25""H Stain-resistant polyester fabric on hardwood pine frame The streamlined shape is a hallmark of modern design Carefully crafted to ensure durability and years of use Easy assembly in less than 15 minutes; just screw in legs Free returns for 30 days. 1-year warranty.",ottoman,Light Blue,data/raw/images/91FVUbylvQL.jpg
B07P8SSZFZ,"Amazon Brand – Rivet Ava Mid-Century Modern Upholstered Ottoman Bench, 63.4""W, Optical Grey","A sleek extra-long upholstered ottoman offers comfort to everyone's tired feet all at once—or handy spare seating. This modern piece touts simple upholstered lines and beautiful tapered legs made from solid wood. 63.4""W x 25.6""D x 15.7""H Solid wood frame and tapered beech legs; 100% polyester upholstery As a shared footrest or spare seating, this ottoman will grace living room, den, or hallway with equal ease. Assemble in 15 minutes or less Wipe clean with a soft, dry cloth. Free returns for 30 days. 1-year warranty.",ottoman,Optical Grey,data/raw/images/71dZN2rpxaL.jpg
B075YN3HB3,"Amazon Brand – Rivet Malida Mid-Century Modern Open Back Kitchen Dining Room Accent Chair, 33""H, Aqua","Dimensions: 22.8""W x 22.1""D x 33.1""H | Seat Height is 18.5"" A cut-out back and tapered legs give this accent chair a classic mid-century modern design. Plenty of padding makes it sturdy and comfortable to use in the dining room or anywhere else extra seating is needed. Fabric is 100% polyester. Hardwood legs with espresso finish. Foam padding and elastic suspension system keep back and seat firm and springy No assembly required. Wipe with soft dry cloth. Free returns for 30 days. 1-year warranty.",chair,Aqua,data/raw/images/91fTpdv2mAL.jpg
B0853NYVYL,"Amazon Brand – Rivet Stowell Modern Low-Profile Glider Chair with Sloping Back and Arms, 29.5""W, Sunday Silver","A sloping back and arms provide support and a modern look to this foam-padded, low-profile gliding chair. Soft upholstery in a Sunday silver color makes this piece an elegant addition wherever you need seating. Relax with this glider’s gentle rocking motion every time you sit down. 29.5""W x 34.3""D x 31.5""H; seat height: 18.1""H; seat depth: 22""D; seat back height: 28.3""H; arm height: 24.4""H Soft polyester upholstery and foam padding Gliding motion provides extra comfort and relaxation. No assembly required Avoid moisture. Wipe clean with a soft, dry cloth. Free returns for 30 days. 1-year warranty",chair,Silver,data/raw/images/81HWhVeElrL.jpg
B07QBQFF7P,"Stone & Beam Canton Twin Button-Tufted Headboard, 42""W, Romero Cream","Button tufting gives this headboard a classic, homey look that is equally at home in shabby-chic or transitional surroundings. The soft cream-colored upholstery offers a restful place to lean back with a good book before sinking into a good night's sleep. 42""W x 3""D x 62""H Polypropylene fabric, polyurethane foam, plywood frame This bed adds modern classic style to any space. The sturdy frame is covered in a thick layer of padding for extra comfort while you rest in bed with a good book. The headboard is fully upholstered on both the front and the back. Assemble in 15 minutes or less Free returns for 30 days. 3-year warranty. Vacuum, brush lightly, or spot clean only.",headboard,Romero Cream,data/raw/images/71g6L5g8NtL.jpg
B000WSIZCU,Pinzon Java Coffee Table,"Sublimely simple, bi-level coffee table for contemporary living rooms Made from solid birch wood with rich java brown finish Bi-level table with beveled glass top and shelf Measures 42 by 30 by 19.8 inches (LxWxH) No assembly required; made in China",table,Java,data/raw/images/41sxS2EPC9L.jpg
B07BWLGCB5,"Amazon Brand – Stone & Beam Andover Right-Facing Sofa-Chaise Sectional, 126""W, Saddle-Colored Leather","Overall: 126""W x 61""D x 33""H; seat height: 21""H; seat depth: 25""D; seat back height: 28""H; arm height: 28""H; leg height: 4.25""H; chaise depth: 23""D; chaise width: 40""W Sturdy wood frame with rich top-grain leather upholstery Transitional style blends well with a variety of home-decor themes. Assemble in 15 minutes or less Free returns for 30 days. 3-year warranty. This item is made to order just for you. Complete your living space with this stylish sofa-chaise sectional. With its saddle-colored upholstery, this sectional is an ideal accent for transitional-style home decor. The solid-wood frame enhances durability and extends this sectional’s life.",chair,Saddle,data/raw/images/81ZN7YgKcJL.jpg
B07BWMQQ4D,"Amazon Brand – Stone & Beam Andover Modern Left U-Sectional Sofa, 134""W, Sand","Features such as track arms and box-edge lines bring stylish sophistication to modern or transitional rooms. With sturdy frames and reversible cushions, the pieces in this collection will withstand years of fun and cuddles with family and pets. 134""W x 96""D x 33""H; Seat Height: 21""H ; Seat Depth: 25""D; Seat Back Height: 28""H; Arm Height: 28""H; Leg Height: 4.25""H Stain-resistant polyester fabric on hardwood pine frame Easy assembly in less than 15 minutes; just screw in legs Free returns for 30 days. 1-year warranty.",sofa,Sand,data/raw/images/81eJN0bxRgL.jpg
B07K7LVMQ7,"Amazon Brand, Alkove, Hayes, Solid Wood Coffee Table, 70 x 70 x 45 cm, Beech Heartwood","Dimensions: 70 x 70 x 45 cm. Made of solid, oiled core beech with a robust natural finish. With practical shelf. Classic and timeless! 30 minutes self-assembly, 2 people required, two wrenches (13 and 6) required. Made in Europe and FSC certified to ensure environmental and social responsibility. - -",table,Natural,data/raw/images/51YP4Hei5SL.jpg
B07MNQC95L,Amazon Brand - Solimo Folding Table (Walnut),"Product Dimensions: Length (60.0 cm), Width (39.5 cm), Height (66.0 cm) Primary Material: Rubber wood Color: Natural, Style: Country Rustic No Assembly Required: The product is delivered in a pre-assembled state Warranty: 1 year on product Made from rubber wood - explore a range of foldable tables, shoes racks, shelves",table,Natural,data/raw/images/81FWoF-lhBL.jpg
B072Q1BNCQ,"Amazon Brand – Stone & Beam Bradbury Chesterfield Tufted Leather Accent Chair, 50""W, Cognac","Create a lounge-worthy living room with this modernized Chesterfield accent chair. Rich brown leather upholstery, along with a high back and arms, invites you to curl up with a good book. Dimensions: 50""W x 39""D x 30.3""H Engineered wood frame and 100% leather Modern and classic touches Restyled classic design with durable leather. Easy-to-attach legs Free returns for 30 days. 3-year warranty.",chair,Cognac,data/raw/images/91ZHcmKa0KL.jpg
B07QBMQ4LN,"Amazon Brand – Stone & Beam Abigail Leather Sofa, 86""W, Dark Brown","Comfort meets class in this attractive transitional-style sofa. The angular shape makes a statement in your home decor, and four dark-colored legs add elegance to the piece. The back and seat cushions are reversible to prolong the life of this sofa. 86""W x 41""D x 35""H; seat height: 20""H; seat depth: 40""D; seat back height: 15""H; arm height: 25""H; leg height: 1.5""H Sturdy wood frame with rich 100% top grain leather The removable seat and back cushions ensure durability and comfort. Classy angular design pairs well with contemporary-style home decor. Assemble in 15 minutes or less Vacuum or wipe with a dry cloth. Spot clean if needed. Free returns for 30 days. 3-year warranty.",sofa,Dark Brown,data/raw/images/718nYVMuVgL.jpg
B072M1W877,"Amazon Brand – Stone & Beam Lauren Down-Filled Oversized Sofa Couch with Hardwood Frame, 89""W, Fawn","Dimensions: 89.4''W x 44.9”D x 37.4”H Get comfort you can literally sink into with this classically styled, overstuffed sofa. A clean and simple silhouette with track arms in a durable performance fabric, it's the perfect addition for your living room. Solid hardwood frame with moisture repellent, stain resistant fabric Timeless casual Exceptional comfort with high performance fabric for heavy wear. No assembly required Free returns for 30 days. 3-year warranty.",sofa,Fawn,data/raw/images/81Fc5M26Z6L.jpg
B07B7B3ZN1,"Rivet Ian Modern Mid-Century Wood Dining Kitchen Chair, Set of 2, Red","Hints of mid-century, including sloping armless sides and a tall curved back, combine with traditional fabric for a transitional style that will blend with a variety of décor. Quality materials and construction make this chair sturdy and stable. 19""W x 24""D x 33""H; Seat Height: 18""H ; Seat Depth: 18""D; Seat Back Height: 15.25""H Sturdy hardwood frame and legs with performance fabric Multiple design touches combine for a transitional style Performance fabric and solid construction enhance this chair's durability Assemble in 30 minutes or less; just bolt on legs Free returns for 30 days. 1-year warranty.",chair,Red,data/raw/images/91Va66A6GHL.jpg
B086NBNBJB,"AmazonBasics Faux-Linen Button Tufted-Upholstered Bed with Curve Design - Strong Wood Slat Support - Easy Assembly - Beige, Full","Full platform bed frame and mattress foundation with headboard, sideboards, footboard, legs, and durable wooden slats (mattress not included) Faux linen fabric with button-tufted headboard detailing adds timeless sophistication to any bedroom Headboard conveniently adjusts to fit any mattress height Durable solid wood mattress foundation slats support up to 150 pounds each No box spring required; mattress sits directly on top of slats. Bed material composition is 60% Upholstered, 30% plywood, 5% metal, 5% plastic Quick, easy assembly with all components, tools, and hardware included",bed,Beige,data/raw/images/81uIQx8WGeL.jpg
B07K28N5G7,"Stone & Beam Charcoal Swatch, Stone & Beam",Country of Origin: United States No assembly required Color: Charcoal,sofa,Charcoal,data/raw/images/A1ama1RZfQL.jpg
B0831XXTDX,"Amazon Brand – Stone & Beam Rosemont Vintage Tufted Sofa Couch with Nailheads, 88""W, Cream","This elegant cream-colored sofa with tufted back and foam-padded cushions is a stylish, comfortable addition to your living room. Sloping arms and nailhead detailing bring a distinctive flair to any interior. The durable performance upholstery is both attractive and easy to clean. 88""W x 36""D x 33.5""H; seat height: 20""H; seat depth: 24""D; seat back height: 33.5""H; arm height: 27.5""H; leg height: 5""H Upholstered in 95% polyester, 5% nylon performance fabric; fully padded solid wood frame with mortise and tenon construction Removable and reversible seat cushions; sinuous spring support system with durable foam-padded cushions Assemble in 15 minutes or less Spills should be spot cleaned and rinsed with water. Free returns for 30 days. 3-year warranty. This item is made to order just for you.",sofa,Cream,data/raw/images/81ND4d18I+L.jpg
B07S574Z4R,"AmazonCommercial Ergonomic High-Back Bonded Leather Executive Chair with Flip-Up Arms and Lumbar Support, Black","Adjustable high-back executive chair for home or office work spaces; BIFMA certified Upholstered in quality leather for style and durability Ergonomic design with segmented padding on the seat and back Adjustable seat height, and tilt Flip-up arm rests to allow for more flexibility and motion-range when desired Sturdy framework set on a 5-point aluminum base with oversized rolling caster wheels for extra durability and mobility; 360 degree swivel",chair,Black,data/raw/images/81+NaoUOOrL.jpg
B07MJJX2KW,"Amazon Brand – Ravenna Home Modern Dining Chair, 37.6 Inch Height, Cream","Overall: 24.20""W x 19.5""D x 37.6""H; seat height: 18.5""H; seat depth: 21""D; seat back height: 19""H Dining chair framed in wood and manufactured wood; cushioned with high-density foam for comfort An arching back silhouette, plush upholstery, and beautiful nailhead trim along the back and bottom edges make this modern dining chair both convenient accent seating and a stunning decor accent. Brown-finished solid-wood legs balance the design and offer lasting durability. Soft, woven fabric upholstery is 100% polyester for easy cleaning and maintenance. Assemble in 15-30 minutes Use water-based cleaning agents or foam. Never use tap water. Use distilled water, as tap water contains minerals that may cause rings or fading.",chair,Cream,data/raw/images/81STj7Ey2fL.jpg
B07B7DFM2G,"Amazon Brand – Stone & Beam Aire Rustic Octagonal&nbsp;Fir Wood Coffee Table, 39.5""W, Black & Natural","This handsome coffee table will be a stylish focal point along with providing a place for remotes and trays of snacks. A rustic wood top is married with a sturdy iron frame, making this piece great for farmhouse and industrial decor. 39.5""W x 39.5""D x 17.5""H Fir wood top with iron base This versatile table will fit with modern, industrial or farmhouse design Sturdy and durable Assembly in 15 minutes or less; just attach top to base Free returns for 30 days. 3-year warranty.",table,Black & Natural,data/raw/images/81S0Ros8C-L.jpg
B074KKMQHB,"Amazon Brand – Rivet Modern Hourglass White Marble Top and Metal Side End Table Nightstand, 17.9""W, Silver Finish","The vintage marble-top table receives a dramatic modern refresh in this side table. The top is supported by two metal frames with silver finish that join in a shape reminiscent of an hourglass. The compact diameter allows it to fit in tight spaces. 17.9""L x 17""W x 17.9""H Sleek modern frame with silver finish; white marble top A modern design with classic marble top and glam finish White marble top; steel base Easy assembly. Wipe with soft dry cloth. Free returns for 30 days. 1-year warranty.",table,Silver,data/raw/images/81S2coM9HjL.jpg
B082JGV1YM,"Amazon Brand – Stone & Beam 5-Shelf Bookcase, 75""H, Weathered Oak Finish","This bookcase brings sophistication and functionality to your home with a timeless, airy design; generous shelf space; and classic molding. The X-design of the sides not only adds style but also strength. 31.7""W x 13.2""D x 75""H Durable MDF wood and solid pine with pine veneer in weathered oak finish The 5 wide and sturdy shelves offer ample storage for books, objets d'art, keepsakes, and more. Alone or in series, this sturdy bookcase exudes classic style, equally at home in the living room, study, office, or hallway. Assemble in 15-30 minutes Using a soft, damp cloth, wipe in the direction of the wood grain. Free returns for 30 days; 3-year warranty.",shelf,Weathered Oak,data/raw/images/81pVLfwoxPL.jpg
B07HZ58Q5R,"Amazon Brand – Stone & Beam Fischer Queen-Sized Sleeper Sofa, 79""W, Charcoal Fabric","A classic look updated for modern tastes and a pull-out bed make this queen-sized sleeper sofa a perfect blend of style and functionality. The solid hardwood frame keeps this sofa sturdy through years of use, and the reversible seat cushions ensure durability and extend this sofa’s life. Overall: 79""W x 35""D x 34""H; Seat Height: 20""H; Seat Depth 23""D; Seat Back Height: 34""H; Arm Height: 25""H; Leg Height: 2.75""H Sturdy wood frame with stain-resistant fabric Clean lines and neutral color make this piece a perfect accent for transitional-style home decor. The tight, fixed back and reversible seat cushions ensure durability and comfort. No assembly required Free returns for 30 days. 3-year warranty. This item is made to order just for you.",sofa,Charcoal,data/raw/images/91x8v4uLDRL.jpg
B084MYDTKM,"Amazon Brand - Rivet Mango Wood and Iron 3-Drawer Shutter Nightstand, 18""W, Natural Finish","This mango wood nightstand marries simplicity and style. Sturdy yet decorative, the natural patina highlights the mango wood's warm hues and grain that cleverly. Resting on airy, origami-style iron legs, the shutter-style pattern cleverly disguises 3 handy drawers. 18""W x 16""D x 22""H; leg height: 7""H Strong, lightweight mango wood in a natural finish with 3 drawers and sturdy iron legs Recalling art deco and Scandinavian influences, this nightstand displays diverse wood grain patterns atop airy, origami-style iron legs Assemble in 15 minutes or less Wipe away dust and debris with a soft, dry cloth. Free returns for 30 days; 1-year warranty",table,Natural,data/raw/images/71vbN8eW5sL.jpg
B0754KHKCX,Furniture 247 2 Tier (4 Cube) Shelving Unit - White,"Includes one Furniture 247 4 cube shelving unit - suitable in any room around the home Material: Painted (MDF), with a clean sheen finish Modular style design can be used for both functional storage and display Quick and easy to assemble - full instructions and fixings included Dimensions: 78 x 79 x 39cm",shelf,White,data/raw/images/31rkSdubSgL.jpg
B07RD75WSW,Amazon Brand - Solimo Cessna 3 Seater Leatherette Sofa (Grey),"Comfortable three-seater sofa made from high-quality leatherette with a sleek design in grey color Passed 30+ safety and quality tests and does not lose color with rubbing Passed durability testing with 100 kg on each seat and backrest for 25,000 cycles; Passed armrest stability testing with 40 kg dynamic loading for 10,000 cycles Meets Indian Standards IS 12674/ IS 5416 for performance and stringent European Safety Requirement Standard EN 12520 Warranty on manufacturing defects: 3 years Lightweight sofa for easy shifting and good ground clearance for easy cleaning below the sofa. Free from toxins and harmful chemicals like formaldehyde and AZO Dye Please note: Sofa is delivered with the legs in a detached condition. The cavity where sofa legs will be placed is protected by a plastic cap. This will be removed during assembly and replaced with sofa legs",sofa,Graphite Grey,data/raw/images/81Z7El+dhxL.jpg
B000HC0C90,Strathwood Lido Rectangular Dining Table,"Commercial grade, built for superiority and strength",table,,data/raw/images/41OgBzrDIdL.jpg
B001BSJO4S,"Strathwood Folding Canopy Chair, Green with Silver Frame",Folding canopy chair is the ultimate in design efficiency Lightweight powder-coated steel frame; very durable 600 Denier PVC seat; wide variety of colors available Convenient carrying case with handles unfolds to become an overhead canopy shielding from sun or sprinkles Closed measures 36.6 inches long by 7 inches wide by 6.3 inches high Opened measures 48.4 inches high by 33.4 inches wide by 34.2 inches long; weighs 9.46 pounds,chair,Green,data/raw/images/81piiTGCi4L.jpg
B075YP32RX,"Amazon Brand – Rivet Ricky Mid-Century Modern Set of 2 Kitchen Dining Room Table Chairs, 37 Inch Height, Marine Blue","Simple, sleek high-backed mid-century modern dining chairs. They're also easy to move anywhere you need extra seating. 24""W x 19""D x 37""H Fabric is 60% polyester/20%linen/20%rayon on wood frame, solid hardwood base Foam padding and elastic suspension system keep backs and seats firm and springy Free returns for 30 days. 1-year warranty. No assembly required. Wipe with soft dry cloth.",chair,Marine Blue,data/raw/images/91w5QuFwgrL.jpg
B07VW642L2,AmazonBasics Classic TV Dinner/Snack 4 Table Set with Holder - Black (Renewed),"Set of four folding trays with matching storage rack Sturdy wood construction with wide table top surface Enjoy dinner or snacks in front of the TV, use as a work or playtime surface, and more Each tray folds flat and fits into storage rack for convenient, space-saving storage Classic, stylish look fits in easily with most interiors",table,Black,data/raw/images/71uWCrbHsGL.jpg
B075QGD5HS,"Amazon Brand – Rivet Gwyneth Mid-Century Velvet King Bed with Headboard, 92.1"" L, Jade Green","This bed's sumptuous upholstery will have you feeling like royalty. Both headboard and footboard have channel tufting, while the plush velvet fabric exudes glamour. Wooden legs with warm dark finish complete this mid-century modern look. 92.1""L x 81.7""W x 49""H Velvet upholstery; wood legs. Mid-century modern style with glam detailing and fabric No boxspring required. King mattress sold separately. Assemble in 30 minutes to 1 hour. Wipe with soft dry cloth. Free returns for 30 days. 1-year warranty.",bed,Jade,data/raw/images/81+eqPwnwzL.jpg
B07NYSJH2F,"Ravenna Home Classic Plank-Top End Table, 18""W, White Wood","18"" W X 24"" D X 24"" H Solid wood Classic planked top adds to the traditional design. 1 drawer Assemble in 15-30 minutes Wipe clean with soft, dry cloth.",table,White,data/raw/images/6105lb-JeAL.jpg
B086VZWV2M,"Amazon Brand – Stone & Beam Alcoff Leather Power Recliner Sofa, 87"" W, Charcoal","This power recliner sofa makes a bold, modern design statement in your living room. The charcoal-colored leather upholstery fits with any interior design and is easy to maintain. The ample back and seat cushions and low, broad armrests provide support while allowing freedom of movement. This item is made to order just for you 87""W x 40""D x 42""H; seat height: 20""H; seat depth: 21""D; back height: 42""H; arm height: 24""H Sturdy wood frame with rich top-grain leather upholstery Plug directly into outlet for power, or use battery pack so you do not have to worry about cords. No assembly required Wipe with a dry cloth. Spot clean if needed. Free returns for 30 days. 3-year warranty.",chair,Charcoal,data/raw/images/71-06W89JDL.jpg
B07B4MDB89,"Amazon Brand – Stone & Beam Andover Modern Right Chaise Sofa Sectional, 126""W, Light Blue","Features such as track arms and box-edge lines bring stylish sophistication to modern or transitional rooms. With sturdy frames and reversible cushions, these pieces are ready to withstand years of fun and cuddles with friends, family and pets. 126""W x 61""D x 33""H; Seat Height: 21""H ; Seat Depth: 25""D; Seat Back Height: 28""H; Arm Height: 28""H; Leg Height: 4.25""H Stain-resistant polyester fabric on hardwood pine frame Track arms and a streamlined shape are hallmarks of modern design Carefully crafted to ensure durability and years of use Easy assembly in less than 15 minutes; just screw in legs Free returns for 30 days. 1-year warranty.",sofa,Light Blue,data/raw/images/71wCDFj4BML.jpg
B07HSL4TS1,"Amazon Brand – Rivet Kingston Modern Chest of Drawers 35.43""W, White","The engineered geometric texture rendered in pure white puts this hardwood chest of drawers on the cusp of classic and modern. The gold accents on the drawer handles and feet add pops of color, and the three wide drawers provide plenty of space for storage. 35.43""W x 17.72""D x 29.53""H Engineered hardwood and fiberboard; metal legs Features textured detailing on front of drawers with gold accents on handles and feet. Two drawers for maximized storage next to couch or bed; side-mounted ball-bearing drawer slides and gold hand pulls. Assemble in 15 minutes or less Free returns for 30 days. 1-year warranty",dresser,White,data/raw/images/714FBkQf26L.jpg
B07B4YXY12,"Amazon Brand – Stone & Beam Javier Burnished Bronze King Bed, 80""W, Dark Bronze","86.5""L x 80""W x 58""H Metal bedframe with elegant upholstered headboard and embellished posts Assemble in 30 minutes-1 hour with two people Free returns for 30 days. 3-year warranty Rest in elegant style in this upholstered metal bed. The neutral linen fabric headboard is anchored with refined metal posts. Deep bronze finish accents a piece that will be at home in classic and transitional decor.",bed,Dark Bronze,data/raw/images/81vZtM-Bb0L.jpg
B072FVHRZ1,"Amazon Brand – Rivet Revolve Modern Upholstered Sofa with Reversible Sectional Chaise, 80""W, Denim Blue","This modern sectional sofa features simple lines and square armrests atop tall tapered legs, giving it a minimalist feel that looks great with most decor styles. Hardwood frame, solid beech wood legs and durable polyester upholstery stand up to wear and tear The chaise can be moved to either end to accommodate your room layout -- and it provides an extra seat for company. Assemble in 15 minutes or less, just attach the legs that come zippered inside the product Wipe clean with a soft, dry cloth. Free returns for 30 days. 1-Year Warranty. Sofa only: 79.9""W x 34.6""D x 35.4""H Sofa and ottoman: 79.9""W x 62.2""D x 35.4""H",sofa,Denim,data/raw/images/81dleBZ+GFL.jpg
B074KMZGTC,"Amazon Brand – Stone & Beam Glenwood End Table, 23""H, Oak","20""W x 22""D x 23""H Hardwood with quarter-sawn oak veneer for a handsome grain; metal drawer handles Simple, sleek design and classic oak veneer combine for a transitional style Easy gliding, self-closing drawer Wipe with soft dry cloth Free returns for 30 days. 3-year warranty. This end table is both handsome and functional with a roomy storage drawer for stashing remote controls and extra keys, and an open space underneath to hold books and your laptop. The rectangular metal base adds a touch of industrial-style interest.",table,Oak,data/raw/images/A1wD9lV36WL.jpg
B07MM487QZ,"Amazon Brand – Ravenna Home Solid Pine Flat-Topped Headboard - Queen, 65 Inch, Black","65""W x 2.2""D x 50""H Solid pine A simple, modern piece that can blend with traditional and modern styles This headboard fits a standard queen-size mattress. Assemble in 15 minutes or less Free returns for 30 days. 1-year warranty.",headboard,Black,data/raw/images/51ezwAncdSL.jpg
B07B83KVGK,"Amazon Brand – Rivet Mid-Century Modern Wood Dining Chair, 30""H, Natural","This mid-century modern chair will bring a smart style twist to your dining space. A curved back adds comfort. Its versatile, compact size can also work as extra seating in your living space or as a desk chair. 20.1""W x 22.4""D x 29.9""H Hardwood with walnut veneer Mid-century style with traditional finish helps this chair work with a range of décor A curved back provides extra comfort No assembly required Free returns for 30 days. 1-year warranty.",chair,Natural,data/raw/images/81icINcsXeL.jpg
B07QFB1TH8,"Amazon Brand – Rivet Modern Sliding-Top Coffee Table, 47""W","A light wood-patterned top slides away to reveal extra storage in this modern coffee table. Avoid mess and keep needed items close at hand. Strong metal legs give support. The natural coloring means that this item will match most color schemes, making it a must-have in any casual living space. 47""W x 24""D x 13""H MDF and metal The wood finish will match any decor. Sliding top Assemble in 15-30 minutes Clean with a soft cloth. Free returns for 30 days. 1-year warranty.",table,Walnut,data/raw/images/71cKl3AXAKL.jpg
B07DBGPVMF,"Amazon Brand – Ravenna Home Mayes Sloped Nailhead Sofa, 87""W, Pewter","This item is made to order just for you Sturdy hardwood frame with durable 100% polyester upholstery; hand-applied nailhead trim Sloped track arms and nailhead trim bring modern updates to a mid-century inspired piece Removable and reversible cushions add durability and keep it looking fresh Free returns for 30 days. 1-year warranty. 38""L x 87""W x 34""H",sofa,Pewter,data/raw/images/91bLZMtqCSL.jpg
